,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,ITS1,ITCN,ITCS,ITN1,ITSA,ITSI,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00
t_33,0.1585885559538289,0.0,0.05589204788116994,0.01300005402592647,0.0,0.0,0.07006202462826899,0.04670751967108047,0.1248617282076493,0.2058963348396973,0.2062338774940287,0.2003476854672888,0.2050460819077664,0.1747903946692755,0.196356900722735,0.1061863418100773,0.0,0.0,0.0,0.0,0.0,0.06841052478545709,0.0,0.0,0.0,0.0,0.0,0.1513450700831761,0.2421173666526129,0.0
t_34,0.2995319673900356,0.1199737955825668,0.1479290014584749,0.06218383587701129,0.1293112384916588,0.1022632584713153,0.2744869243518661,0.190067786660358,0.2490473920411936,0.3829363880051564,0.3515933244474547,0.3741372573378283,0.3457378951695038,0.3458808835675773,0.3474041081486031,0.2817391596807518,0.1259550611316612,0.07951082569320245,0.0,0.0,0.0007555795321429603,0.1443009438117067,0.2380870295440231,0.0,0.0,0.02563648788937417,0.1465541017652163,0.2441576830285125,0.3841952529003715,0.1177082908954698
t_35,0.4081084857888855,0.182673424936903,0.2296567246624471,0.1059179359387298,0.213544470203003,0.2039532141928181,0.4429845923956874,0.3167242103858594,0.3359986890165593,0.4907456627573913,0.4482829713225829,0.4980820513149824,0.4436912757076733,0.4569630983036765,0.452275569142615,0.4361156402990902,0.2176562119253751,0.1771164210700203,0.006615924556376427,0.0,0.231982937251452,0.2035552228791766,0.4286421065201895,0.0,0.07233068766160554,0.1234359672746406,0.1961729513802399,0.2928775681031082,0.4284529610792088,0.2924162316496636
t_36,0.4564309806980725,0.1682214091487105,0.2688441930665458,0.1329877474079731,0.2780794391200682,0.2605382472022345,0.5586488363321372,0.3974757344710075,0.3534813614369923,0.5057999566714251,0.4928838322631502,0.5512981086459235,0.5078358068205265,0.491300815541608,0.5004905470175071,0.5382045947116121,0.2856196692450109,0.2736364070097324,0.1762581855896088,0.01126826276234954,0.3300494881643705,0.2148502704846918,0.5635607939599544,0.0,0.1700376850895809,0.1864699687965292,0.1573470550606135,0.3347217955833281,0.4046388761994375,0.4060452433570964
t_37,0.4321831244812808,0.1421851294794745,0.2378576833101153,0.1349559174902004,0.2631009227962405,0.2565745628262066,0.6125289507543424,0.4226017751782893,0.2965585769232879,0.4642339902086763,0.4761607595749397,0.4798866411397682,0.4858570417444201,0.455512767973837,0.4970350415424643,0.5390456549803511,0.275402410145825,0.3072387864328323,0.1601214878598712,0.005747225519955624,0.3321314987139256,0.1704315138865793,0.6180888828095519,0.0,0.1151225015962959,0.1792055627458607,0.09731437332847016,0.3481252065091235,0.3093256206194902,0.4492369932434981
t_38,0.3298908612975918,0.1324112466955402,0.1451487677944809,0.1076984140382058,0.1755764160630037,0.1877082176340681,0.5995662430959785,0.3888234158779176,0.2293659373449344,0.3541973837164245,0.3860770586722308,0.3297059440451203,0.405234254115549,0.3829897325823793,0.4452568841596847,0.4558995241190771,0.1942384277876931,0.2687451450664351,0.0,0.0,0.2352951869733293,0.1103432767934846,0.581629465607032,0.0,0.0,0.06686383600533602,0.05426708866018812,0.3148986890499099,0.1766391801038577,0.4260955134292012
t_39,0.1878768225871024,0.08075757923611623,0.06981687801957201,0.05795517885442118,0.08370665700546301,0.07896761270839163,0.5161600288665252,0.3005271167261216,0.1503801930872081,0.1793618864675264,0.2402556559273541,0.1841947311886649,0.2855134895485761,0.2756101760855736,0.3187219955323458,0.3230518440365165,0.1211261778869281,0.1722108906653675,0.0,0.0,0.0122435482301936,0.04192911253520397,0.5067998435176174,0.0,0.0,0.0,0.002022116998975698,0.2238654858838829,0.08112809010455165,0.332831336406068
t_40,0.008070568524974215,0.01701035192318663,0.0,0.004526092990791097,0.0,0.0,0.3770562547536491,0.1735537226354026,0.03215675622797382,0.0,0.0943588202208517,0.05997216194428052,0.1146306918053718,0.1325453439917095,0.1533192446276162,0.1454903168404514,0.04489372537432514,0.0,0.0,0.0,0.0,0.0,0.4246972842928076,0.0,0.0,0.0,0.0,0.04588059218411571,0.0,0.1784568623519508
t_41,0.0,0.0,0.0,0.0,0.0,0.0,0.1908569002619576,0.01574067165085664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262815974923624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567217205529218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03029868543559579,0.08068687731830591,0.0601656983586415,0.0,0.001880576057753333,0.0,0.0,0.03231572480614867,0.0,0.0,0.0,0.0,0.0,0.000519587258698981,0.0,0.0,0.0,0.0,0.0,0.0,0.007147579501260573,0.0
t_57,0.1597920373065145,0.0,0.07070813438171854,0.01215516542239282,0.0,0.0,0.06709570499148941,0.05279502097924237,0.1338657397708062,0.262466486833901,0.1498348199748628,0.1715600376960575,0.05042638904795644,0.1782331253964049,0.2007410954563429,0.128855521599876,0.0,0.0,0.0,0.0,0.0,0.04433351849321228,0.0,0.0,0.0,0.0,0.0,0.2399992716367381,0.2238743847572663,0.0
t_58,0.3033368472304899,0.0816719571972512,0.1677522323209308,0.06519125334221981,0.2182536655542056,0.1869738053875762,0.2526793457592497,0.2200935723501019,0.2325936928525234,0.4272261574714639,0.2238102241234297,0.3236211392729929,0.09928620845601004,0.3718007795562704,0.3555155136071166,0.2566747005372619,0.0774666108673205,0.1990898628650961,0.0,0.0,0.002469116608570777,0.1205451280178248,0.1478955516656837,0.0,0.005601646030000618,0.09553037699934652,0.2431555623552635,0.4288858854467965,0.3678887620934641,0.09385378133639324
t_59,0.3985121427036413,0.1891656824988919,0.2198141855752232,0.1225506240200653,0.3403276353290122,0.3234502923724241,0.4080447935567936,0.3557170197615266,0.305286225175659,0.5205523332844383,0.2507940989339908,0.4292196127674751,0.1399600120028731,0.5131983405750413,0.4515360995450383,0.3953163193806665,0.2228938100427348,0.3537527549841779,0.0003917618885456034,0.0,0.2292818450641078,0.2006325431875723,0.3074533149075848,0.0,0.1165219942705998,0.274520622742019,0.3654036587577791,0.5429034347521934,0.4183230083735051,0.2238128577281739
t_60,0.4066266298163829,0.3035641246033499,0.1766920943385696,0.1621099451878435,0.3949074227812296,0.3891013245939909,0.5074477716847723,0.445643346727683,0.3190765596489631,0.5255152970867702,0.2360819542144316,0.4674696437780958,0.1766886144674998,0.5794790004107478,0.4850509593137974,0.4608318967832597,0.3314249894263659,0.443410654374675,0.1069232900980855,0.00208998037256463,0.3212918451636425,0.2464832023468156,0.4136017281067044,0.0,0.1826031009667979,0.3351449797850027,0.4084520166788216,0.5874227551421551,0.3622092245333363,0.3093609042911746
t_61,0.355342270249721,0.3561459449679893,0.1154748451057394,0.1589366935838252,0.3780012555172413,0.3792264291277835,0.5409084610792503,0.4800729536038043,0.2761717966805493,0.463903711950601,0.2014025496151777,0.4253957659774417,0.1965507518024856,0.5758033258548813,0.473344987608328,0.4043502984628536,0.293524480321226,0.4555463552907068,0.1025851869637908,0.001009554594038268,0.320424054091322,0.2480380919778624,0.457591065712085,0.0,0.1297052777231184,0.3057416779509528,0.3655614114294367,0.5421582562378149,0.2420226556531113,0.3441670175765832
t_62,0.2815071670124322,0.3262129855818089,0.08273266468834214,0.1265346796096848,0.2907567265341295,0.2940163557541924,0.5075357255377093,0.4479278255655251,0.1916266954983913,0.3419810183918422,0.1469483569556769,0.3434613226154021,0.1718564314427559,0.4998655967406917,0.4193348158175871,0.2897981763607792,0.2334250198851096,0.3896920071942067,0.0,0.0,0.2271231219392501,0.1979918607573518,0.4635587471876105,0.0,0.001776644277587631,0.1582728407766145,0.2557263734053555,0.4134551477169242,0.1506282981110114,0.3271013966277972
t_63,0.1712970014164533,0.2281006176309563,0.04112619760160438,0.0758043820937763,0.1440588871745359,0.1395823924974661,0.4118518770752608,0.3525434633113593,0.09149660910540194,0.1669869028033048,0.0753109821417113,0.2358446314619201,0.1162616679169843,0.3576040028611548,0.2538533350983368,0.1740372860513582,0.1945528443017215,0.2560444960481464,0.0,0.0,0.02100039389726597,0.09875206435517572,0.4100756375133417,0.0,0.0,0.0,0.04759835735615801,0.2440824705467415,0.08623819441788078,0.2533051354003282
t_64,0.01679595664897617,0.1015284567677324,0.0,0.01127888020492077,0.0,0.0,0.2780064786610163,0.2101794427272791,0.01001266036462599,0.0,0.01768021304135756,0.1064120637222998,0.04467367584395115,0.1769272949070629,0.08722595590570012,0.08040054075310378,0.1058963527147538,0.004367623552411022,0.0,0.0,0.0,0.0,0.3169815061819812,0.0,0.0,0.0,0.0,0.0561211919489912,0.0,0.1336733430061298
t_65,0.0,0.0,0.0,0.0,0.0,0.0,0.1276468258932558,0.03082423980958363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1745132093206105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02500326468647254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003575213197851614,0.07341240595201995,0.06203402663031943,0.0,0.008702327103095077,0.0,0.0,0.08242779050781324,0.0,0.0,0.0,0.0,0.0,0.0007874358862765721,0.0,0.0,0.0,0.0,0.0,0.0,0.009883276869792646,0.0
t_81,0.1715684438335932,0.0,0.1172090824592225,0.02266337125835891,0.0,0.0,0.07211738392524582,0.07397011567907805,0.03934979452586423,0.222419947176996,0.1676345692056462,0.1357529929259265,0.107310314641464,0.1993748869184908,0.2300629812708498,0.219735117406658,0.003112691241831115,0.0,0.0,0.0,0.0,0.1469477597408541,0.0,0.0,0.0,0.0,0.0,0.1531164152011259,0.2500210851202881,0.0
t_82,0.3154491961517812,0.2388805996681473,0.24162052007889,0.09245845981624398,0.1690014466605844,0.06099342698212969,0.2574567812757858,0.2457929067699618,0.08752201672623236,0.3449079098254569,0.2870412585933434,0.2574484828783608,0.2226140682186942,0.3941008313313053,0.4154898853825493,0.3696020456601341,0.2371732889987088,0.201175726921957,0.0,0.0,0.0004544005215734283,0.2789022866569178,0.2029356408690199,0.0,0.004143460894517124,0.07252350532191269,0.2042550594351538,0.2459156124092363,0.4229355175035014,0.01749339477063986
t_83,0.3964441410518758,0.3990066983197383,0.3296539292177432,0.1597387342734904,0.2773471695026737,0.1305616711202192,0.397229400752565,0.3932181093984942,0.1295928228371461,0.3989261224109613,0.3528997962178613,0.3293410233580959,0.3053350649866797,0.525343360596826,0.5340142982912378,0.475832530373662,0.4200180145143395,0.3352209535595996,0.007230806090172478,0.0,0.1141562172645418,0.3553148905004765,0.3668144498470122,0.0,0.1481499678291791,0.1716372354933629,0.3092250222973368,0.3081121353928215,0.5203302081133188,0.04434652362798852
