,Node/Line,Parameter,Category,Scenario,Year,Climate Year,Value,Simulation_ID,Simulation_type,Sector
27696,UKNI-UKNISNR1,Export Capacity (MW),Electricity Market,Global Ambition,2050,1995,100000.0,Model GA Dispatch 2050 1995 Solution,final,Electricity
