,AT00,BE00,CZ00,DE00,DKE1,DKW1,ES00,FR00,HR00,HU00,ITS1,ITCN,ITCS,ITN1,ITSA,ITSI,LU00,NL00,NOM1,NON1,NOS0,PL00,PT00,SE01,SE02,SE03,SE04,SI00,SK00,UK00
t_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004716484655698362,0.05048832731281486,0.0,0.0009131227743521973,0.0,0.0,0.0979959039479432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003876831264731077,0.0
t_9,0.05660046715902563,0.0,0.07988209079358505,0.01021105800186441,0.0,0.0,0.01382766341159224,0.03432054566078643,0.001782784756480464,0.01824931664249437,0.1276846996369576,0.01571037815489235,0.02673013273095951,0.1096157559152004,0.1128114786663978,0.2548010210849781,0.0,0.0,0.0,0.0,0.0,0.0438255156130907,0.0,0.0,0.0,0.0,0.0,0.006295652539424251,0.1124944926637674,0.0
t_10,0.1197530901529386,0.09582053633002152,0.1832304325194574,0.05819853791680524,0.1182991050249089,0.1026948578895358,0.08905596660813539,0.1848896546128985,0.005668717193252936,0.03346148316050379,0.1818115219521103,0.05963121370322239,0.0610477664679038,0.2549079106765625,0.2460581071934253,0.3980919725354927,0.07400072981787931,0.1078251190080908,0.0,0.0,8.186060480800445e-05,0.1149938559766449,0.09400297367202473,0.0,0.0,0.02894647272876269,0.1130242389966182,0.02567354503018959,0.1697816119638028,0.1013863432802679
t_11,0.1761181356948668,0.1828431638424604,0.2594256527045313,0.1143871383232914,0.2194327013421624,0.2002582707184203,0.1773750047892656,0.3245796313035528,0.01148015880055836,0.0430141191652976,0.2281082892204291,0.1186194041275278,0.08905926813128914,0.3732977079596219,0.32584187076848,0.479656072500796,0.2043759317042304,0.1488554756194366,0.0,0.0,0.06114103411775446,0.1886397861466792,0.2698788223641386,0.0,0.004001693352627582,0.0695034828597757,0.1851771920115118,0.05508425633117475,0.190507681554891,0.2671016999342816
t_12,0.1967276830035413,0.295356404364715,0.2719727239365632,0.1572986038499184,0.2635480223198003,0.2377231849973649,0.256918297477031,0.4160570147705862,0.01822785752279384,0.04402045960059085,0.2675518014596179,0.1538790925391507,0.1122658992605066,0.4559868011692431,0.3486131020389207,0.5130432522726386,0.343069725239656,0.1574742075123529,0.01006017185782454,0.0,0.08846318712399939,0.2369574762069377,0.480560213344445,0.0,0.005374449768639438,0.0880846094796639,0.2092957798114046,0.07636754300991119,0.1891947962555585,0.3711853989837921
t_13,0.1735223838015305,0.3860048797340665,0.2484081045637588,0.1652102307134367,0.2417346611058387,0.2160907537992335,0.3103335756327097,0.4422008227841523,0.02075658795959475,0.03381305232022771,0.2660931423529105,0.1253774298972487,0.1010969326849465,0.4765180533746115,0.3173549254089169,0.4879649786045817,0.3695001294199501,0.1458905775055131,0.007511404543243395,0.0,0.0859631107468778,0.2341618190650409,0.5895750306021305,0.0,0.002454473859023441,0.07925813922916206,0.1918707489418672,0.06757230472314438,0.1684082651532491,0.4088027950735026
t_14,0.1271309554176624,0.356628182047701,0.1961288494907102,0.1383475829301192,0.1662415053992153,0.1495100059588497,0.3298830657828383,0.4135725333566899,0.02008175507398441,0.02188266131879318,0.2406085816304171,0.07905565505011349,0.06181931413697889,0.4119409543141557,0.2116726703777239,0.4064846088471142,0.3120008139917697,0.112893237419888,0.0,0.0,0.05482885726144791,0.1742763998497938,0.6037286583065554,0.0,0.0,0.04158263645121683,0.1342106625614514,0.05255668539915211,0.1252265528292313,0.3679522813268797
t_15,0.07621418433901975,0.2534461608027186,0.1122107936622779,0.07910479971673767,0.06115628671715623,0.05126045588364174,0.3137594399382346,0.3319588568579628,0.01319343846580755,0.008674513114142626,0.1694763405352521,0.05528575068227946,0.02886715455290113,0.2875103975509525,0.0960184524576129,0.2824748319771616,0.2197891955472651,0.07108958681399741,0.0,0.0,0.00247289043522342,0.07259301898701183,0.5477234473828707,0.0,0.0,0.0,0.008032270516127166,0.03967150754666714,0.06138895405459403,0.2650194239510323
t_16,0.003798456043638289,0.1204864911271936,0.0,0.01118745813078623,0.0,0.0,0.2419338916159623,0.1915028913068702,0.001155815622737212,0.0,0.06456518744387467,0.02127338505857349,0.005810292812890838,0.1247852359806286,0.02597327449720465,0.1246831497711572,0.1089923352884035,0.0,0.0,0.0,0.0,0.0,0.4309830929122409,0.0,0.0,0.0,0.0,0.009353567928115376,0.0,0.1342526811412288
t_17,0.0,0.0,0.0,0.0,0.0,0.0,0.1201084836925939,0.01775549141831746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2507642805618199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02929163327379805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02079059970001645,0.05389605537061295,0.06798384720469595,0.0,0.03706063672278868,0.0,0.0,0.01177650790145367,0.0,0.0,0.0,0.0,0.0,0.0006987026163317354,0.0,0.0,0.0,0.0,0.0,0.0,0.007577026532128424,0.0
