,CH_01,CH_02,CH_03,CH_04,CH_05,CH_06,CH_07
t_1195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1208,0.009,0.015,0.022,0.019,0.02,0.019,0.02
t_1209,0.165,0.207,0.162,0.069,0.098,0.155,0.172
t_1210,0.367,0.347,0.186,0.079,0.16,0.208,0.348
t_1211,0.293,0.238,0.121,0.088,0.162,0.187,0.176
t_1212,0.531,0.368,0.076,0.058,0.217,0.198,0.538
t_1213,0.475,0.378,0.081,0.065,0.203,0.195,0.451
t_1214,0.41,0.343,0.11,0.125,0.208,0.201,0.425
t_1215,0.308,0.261,0.103,0.148,0.173,0.18,0.307
t_1216,0.185,0.162,0.096,0.129,0.129,0.153,0.15
t_1217,0.098,0.088,0.062,0.048,0.065,0.081,0.067
t_1218,0.024,0.02,0.016,0.007,0.013,0.017,0.019
t_1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1232,0.015,0.014,0.014,0.017,0.024,0.019,0.028
t_1233,0.173,0.061,0.091,0.051,0.127,0.115,0.187
t_1234,0.17,0.081,0.17,0.088,0.211,0.208,0.298
t_1235,0.222,0.101,0.151,0.119,0.275,0.298,0.396
t_1236,0.282,0.122,0.16,0.141,0.311,0.346,0.532
t_1237,0.271,0.122,0.228,0.158,0.329,0.308,0.551
t_1238,0.254,0.157,0.299,0.245,0.327,0.294,0.489
t_1239,0.196,0.158,0.272,0.242,0.269,0.253,0.324
t_1240,0.13,0.102,0.167,0.16,0.164,0.174,0.152
t_1241,0.056,0.048,0.086,0.078,0.083,0.089,0.064
t_1242,0.017,0.013,0.02,0.021,0.019,0.023,0.019
t_1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1256,0.012,0.018,0.02,0.021,0.025,0.018,0.006
t_1257,0.106,0.05,0.063,0.084,0.089,0.102,0.042
t_1258,0.077,0.065,0.101,0.079,0.153,0.15,0.053
t_1259,0.096,0.093,0.132,0.097,0.196,0.222,0.11
t_1260,0.153,0.129,0.16,0.124,0.218,0.259,0.19
t_1261,0.203,0.138,0.18,0.173,0.25,0.244,0.28
t_1262,0.218,0.158,0.181,0.144,0.252,0.23,0.243
t_1263,0.165,0.112,0.126,0.122,0.199,0.209,0.12
t_1264,0.101,0.073,0.104,0.092,0.131,0.158,0.064
t_1265,0.043,0.043,0.059,0.045,0.072,0.084,0.054
t_1266,0.017,0.014,0.018,0.016,0.017,0.023,0.014
t_1267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1280,0.017,0.02,0.024,0.033,0.033,0.026,0.01
t_1281,0.117,0.06,0.086,0.075,0.122,0.135,0.047
t_1282,0.1,0.089,0.134,0.115,0.196,0.222,0.068
t_1283,0.122,0.117,0.179,0.152,0.275,0.282,0.065
t_1284,0.182,0.153,0.215,0.188,0.337,0.347,0.082
t_1285,0.193,0.162,0.232,0.199,0.33,0.361,0.093
t_1286,0.234,0.179,0.231,0.206,0.288,0.33,0.154
t_1287,0.207,0.157,0.184,0.138,0.226,0.236,0.203
t_1288,0.122,0.079,0.086,0.094,0.156,0.15,0.141
t_1289,0.046,0.036,0.064,0.067,0.078,0.094,0.074
t_1290,0.017,0.013,0.022,0.021,0.02,0.025,0.016
t_1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1300,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1304,0.019,0.016,0.015,0.026,0.035,0.032,0.009
t_1305,0.129,0.05,0.031,0.102,0.179,0.169,0.091
t_1306,0.115,0.081,0.05,0.161,0.283,0.277,0.064
t_1307,0.162,0.114,0.066,0.2,0.344,0.348,0.075
t_1308,0.216,0.149,0.088,0.226,0.391,0.39,0.116
t_1309,0.25,0.169,0.12,0.235,0.389,0.39,0.228
t_1310,0.272,0.211,0.172,0.278,0.381,0.37,0.331
t_1311,0.224,0.184,0.229,0.258,0.303,0.297,0.305
t_1312,0.127,0.113,0.164,0.18,0.175,0.193,0.159
t_1313,0.042,0.047,0.077,0.094,0.086,0.101,0.061
t_1314,0.02,0.02,0.027,0.024,0.022,0.028,0.018
t_1315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1320,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1328,0.02,0.014,0.007,0.017,0.028,0.027,0.013
t_1329,0.113,0.025,0.02,0.062,0.114,0.151,0.034
t_1330,0.068,0.039,0.047,0.076,0.175,0.249,0.043
t_1331,0.078,0.086,0.118,0.119,0.252,0.318,0.052
t_1332,0.138,0.235,0.309,0.219,0.33,0.379,0.069
t_1333,0.225,0.407,0.496,0.396,0.387,0.414,0.118
t_1334,0.348,0.465,0.498,0.468,0.4,0.418,0.141
t_1335,0.317,0.346,0.346,0.337,0.314,0.333,0.144
t_1336,0.181,0.174,0.161,0.159,0.184,0.205,0.086
t_1337,0.074,0.065,0.062,0.066,0.091,0.102,0.039
t_1338,0.032,0.029,0.027,0.025,0.026,0.031,0.013
t_1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1352,0.033,0.031,0.021,0.023,0.047,0.04,0.017
t_1353,0.178,0.159,0.153,0.106,0.181,0.208,0.073
t_1354,0.202,0.277,0.254,0.17,0.269,0.361,0.154
t_1355,0.336,0.432,0.353,0.249,0.337,0.453,0.237
t_1356,0.52,0.604,0.526,0.379,0.43,0.517,0.372
t_1357,0.577,0.626,0.579,0.434,0.433,0.495,0.454
t_1358,0.488,0.497,0.455,0.281,0.359,0.399,0.463
t_1359,0.366,0.359,0.311,0.203,0.273,0.308,0.345
t_1360,0.204,0.195,0.171,0.139,0.173,0.21,0.179
t_1361,0.081,0.084,0.087,0.088,0.094,0.114,0.069
t_1362,0.035,0.033,0.029,0.026,0.026,0.033,0.021
t_1363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1376,0.036,0.063,0.072,0.039,0.067,0.055,0.075
t_1377,0.26,0.328,0.307,0.133,0.255,0.226,0.326
t_1378,0.436,0.48,0.401,0.261,0.385,0.369,0.554
t_1379,0.532,0.542,0.464,0.272,0.472,0.465,0.674
t_1380,0.555,0.521,0.43,0.374,0.495,0.478,0.677
t_1381,0.485,0.447,0.312,0.288,0.43,0.439,0.61
t_1382,0.406,0.35,0.205,0.21,0.352,0.378,0.482
t_1383,0.323,0.269,0.199,0.201,0.274,0.311,0.337
t_1384,0.203,0.178,0.154,0.149,0.19,0.205,0.182
t_1385,0.1,0.091,0.079,0.094,0.099,0.105,0.08
t_1386,0.039,0.032,0.025,0.03,0.027,0.034,0.03
t_1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1400,0.049,0.089,0.109,0.127,0.097,0.094,0.079
t_1401,0.307,0.402,0.412,0.399,0.361,0.398,0.373
t_1402,0.487,0.567,0.569,0.541,0.519,0.562,0.546
t_1403,0.584,0.657,0.641,0.64,0.598,0.608,0.476
t_1404,0.602,0.673,0.665,0.673,0.63,0.669,0.323
t_1405,0.49,0.613,0.603,0.61,0.589,0.608,0.402
t_1406,0.352,0.486,0.489,0.48,0.485,0.504,0.349
t_1407,0.276,0.303,0.34,0.337,0.346,0.354,0.279
t_1408,0.157,0.174,0.192,0.195,0.19,0.202,0.186
t_1409,0.059,0.077,0.115,0.107,0.101,0.107,0.103
t_1410,0.023,0.026,0.035,0.033,0.031,0.034,0.03
t_1411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1424,0.015,0.01,0.014,0.027,0.026,0.018,0.027
t_1425,0.058,0.032,0.035,0.039,0.092,0.092,0.073
t_1426,0.12,0.058,0.049,0.069,0.146,0.112,0.128
t_1427,0.097,0.09,0.054,0.07,0.215,0.123,0.131
t_1428,0.107,0.074,0.052,0.069,0.25,0.196,0.164
t_1429,0.107,0.065,0.106,0.107,0.241,0.163,0.232
t_1430,0.099,0.062,0.118,0.082,0.243,0.148,0.179
t_1431,0.097,0.062,0.142,0.153,0.217,0.155,0.155
t_1432,0.086,0.045,0.083,0.088,0.17,0.106,0.098
t_1433,0.07,0.037,0.041,0.054,0.09,0.068,0.052
t_1434,0.034,0.025,0.017,0.018,0.026,0.027,0.018
t_1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1448,0.013,0.028,0.084,0.127,0.117,0.06,0.027
t_1449,0.047,0.088,0.285,0.302,0.345,0.206,0.057
t_1450,0.072,0.085,0.319,0.36,0.462,0.266,0.074
t_1451,0.091,0.089,0.143,0.386,0.518,0.215,0.059
t_1452,0.103,0.104,0.129,0.285,0.467,0.244,0.079
t_1453,0.1,0.077,0.042,0.172,0.391,0.222,0.087
t_1454,0.111,0.082,0.047,0.062,0.257,0.131,0.085
t_1455,0.121,0.078,0.039,0.044,0.165,0.123,0.058
t_1456,0.09,0.067,0.033,0.062,0.115,0.094,0.054
t_1457,0.062,0.05,0.022,0.061,0.064,0.071,0.033
t_1458,0.027,0.019,0.016,0.028,0.022,0.023,0.017
t_1459,0.001,0.0,0.0,0.0,0.0,0.0,0.0
t_1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1470,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1472,0.015,0.018,0.006,0.02,0.054,0.022,0.069
t_1473,0.06,0.058,0.027,0.072,0.196,0.115,0.214
t_1474,0.11,0.104,0.118,0.176,0.315,0.259,0.212
t_1475,0.134,0.105,0.137,0.225,0.449,0.358,0.191
t_1476,0.128,0.108,0.169,0.304,0.461,0.277,0.136
t_1477,0.157,0.1,0.11,0.173,0.339,0.204,0.094
t_1478,0.176,0.096,0.129,0.145,0.224,0.15,0.09
t_1479,0.139,0.087,0.081,0.113,0.202,0.167,0.149
t_1480,0.098,0.058,0.039,0.079,0.148,0.12,0.153
t_1481,0.079,0.029,0.032,0.032,0.079,0.069,0.069
t_1482,0.037,0.011,0.008,0.011,0.024,0.02,0.017
t_1483,0.001,0.0,0.0,0.0,0.0,0.0,0.0
t_1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1490,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1496,0.092,0.101,0.117,0.053,0.14,0.144,0.141
t_1497,0.348,0.313,0.208,0.266,0.353,0.375,0.393
t_1498,0.52,0.409,0.323,0.338,0.495,0.47,0.534
t_1499,0.552,0.443,0.341,0.374,0.562,0.497,0.597
t_1500,0.595,0.431,0.3,0.475,0.609,0.541,0.611
t_1501,0.576,0.432,0.45,0.537,0.605,0.536,0.624
t_1502,0.471,0.36,0.444,0.506,0.502,0.47,0.495
t_1503,0.342,0.301,0.353,0.373,0.358,0.376,0.347
t_1504,0.191,0.182,0.178,0.188,0.183,0.196,0.204
t_1505,0.105,0.092,0.065,0.069,0.077,0.079,0.1
t_1506,0.036,0.036,0.024,0.033,0.032,0.035,0.038
t_1507,0.002,0.001,0.0,0.0,0.0,0.0,0.0
t_1508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1520,0.063,0.131,0.134,0.148,0.072,0.147,0.013
t_1521,0.259,0.341,0.344,0.43,0.306,0.402,0.028
t_1522,0.395,0.442,0.511,0.557,0.481,0.577,0.066
t_1523,0.475,0.596,0.647,0.671,0.593,0.674,0.142
t_1524,0.557,0.67,0.682,0.684,0.596,0.684,0.198
t_1525,0.566,0.647,0.619,0.618,0.546,0.635,0.272
t_1526,0.478,0.526,0.491,0.487,0.444,0.5,0.265
t_1527,0.348,0.365,0.348,0.338,0.312,0.339,0.23
t_1528,0.228,0.223,0.214,0.216,0.205,0.217,0.163
t_1529,0.102,0.111,0.113,0.119,0.11,0.118,0.079
t_1530,0.046,0.038,0.037,0.037,0.033,0.04,0.034
t_1531,0.002,0.001,0.0,0.0,0.0,0.0,0.0
t_1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1544,0.02,0.029,0.039,0.014,0.038,0.031,0.033
t_1545,0.109,0.124,0.148,0.138,0.155,0.092,0.109
t_1546,0.21,0.213,0.192,0.325,0.265,0.119,0.177
t_1547,0.267,0.246,0.126,0.28,0.316,0.166,0.24
t_1548,0.317,0.313,0.238,0.255,0.328,0.279,0.22
t_1549,0.312,0.289,0.293,0.377,0.331,0.311,0.184
t_1550,0.26,0.207,0.232,0.36,0.275,0.277,0.178
t_1551,0.204,0.162,0.203,0.221,0.211,0.19,0.175
t_1552,0.136,0.118,0.132,0.112,0.151,0.125,0.132
t_1553,0.094,0.074,0.079,0.066,0.08,0.084,0.089
t_1554,0.04,0.032,0.031,0.026,0.027,0.038,0.034
t_1555,0.002,0.001,0.0,0.0,0.0,0.0,0.0
t_1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1568,0.051,0.066,0.123,0.046,0.082,0.033,0.037
t_1569,0.186,0.216,0.228,0.12,0.198,0.098,0.06
t_1570,0.427,0.391,0.401,0.477,0.445,0.377,0.424
t_1571,0.491,0.443,0.372,0.483,0.498,0.433,0.481
t_1572,0.396,0.483,0.309,0.237,0.199,0.17,0.051
t_1573,0.384,0.434,0.256,0.296,0.152,0.251,0.071
t_1574,0.357,0.332,0.238,0.24,0.151,0.291,0.084
t_1575,0.304,0.258,0.218,0.152,0.142,0.257,0.065
t_1576,0.203,0.174,0.166,0.173,0.116,0.182,0.047
t_1577,0.095,0.088,0.077,0.096,0.074,0.092,0.083
t_1578,0.041,0.041,0.03,0.024,0.026,0.033,0.039
t_1579,0.002,0.002,0.001,0.0,0.0,0.001,0.0
t_1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1590,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1592,0.165,0.223,0.187,0.222,0.138,0.224,0.194
t_1593,0.438,0.424,0.463,0.477,0.443,0.477,0.472
t_1594,0.639,0.565,0.607,0.626,0.621,0.63,0.667
t_1595,0.711,0.638,0.616,0.682,0.677,0.696,0.719
t_1596,0.725,0.71,0.659,0.672,0.675,0.691,0.72
t_1597,0.661,0.645,0.619,0.601,0.595,0.624,0.657
t_1598,0.545,0.529,0.511,0.507,0.52,0.511,0.529
t_1599,0.392,0.381,0.363,0.358,0.364,0.371,0.366
t_1600,0.236,0.234,0.22,0.215,0.205,0.223,0.188
t_1601,0.104,0.122,0.118,0.116,0.1,0.117,0.081
t_1602,0.056,0.046,0.042,0.042,0.037,0.04,0.037
t_1603,0.003,0.002,0.001,0.001,0.0,0.001,0.001
t_1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1610,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_1616,0.074,0.082,0.037,0.029,0.081,0.034,0.111
t_1617,0.213,0.228,0.136,0.117,0.206,0.154,0.313
