index,week,MWh
BG00_Dam_upper_node,w35,301.9608878817011
BG00_Dam_upper_node,w36,295.0289597485708
BG00_Dam_upper_node,w37,312.9274852096679
BG00_Dam_upper_node,w38,326.4850653814881
BG00_Dam_upper_node,w39,317.5634397355296
BG00_Dam_upper_node,w40,301.2903495884862
BG00_Dam_upper_node,w41,311.703095796626
BG00_Dam_upper_node,w42,288.5965700703672
BG00_Dam_upper_node,w43,275.167461662866
BG00_Dam_upper_node,w44,296.47774946843083
BG00_Dam_upper_node,w45,288.9510199946833
BG00_Dam_upper_node,w46,408.9166024787621
BG00_Dam_upper_node,w47,350.6881990672361
BG00_Dam_upper_node,w48,346.1728763477094
BG00_Dam_upper_node,w49,339.791791551784
BG00_Dam_upper_node,w50,303.84173817912534
BG00_Dam_upper_node,w51,315.3906372920563
BG00_Dam_upper_node,w52,296.5565928194752
BG00_Dam_upper_node,w53,180.5534557663544
CH00_Dam_upper_node,w1,417.89911965454934
CH00_Dam_upper_node,w2,428.04085963499944
CH00_Dam_upper_node,w3,438.18259961544885
CH00_Dam_upper_node,w4,448.32433959589883
CH00_Dam_upper_node,w5,458.46607957634825
CH00_Dam_upper_node,w6,468.60781955679823
CH00_Dam_upper_node,w7,470.4317977632649
CH00_Dam_upper_node,w8,442.3118335833923
CH00_Dam_upper_node,w9,411.69654087132557
CH00_Dam_upper_node,w10,381.0812481592589
CH00_Dam_upper_node,w11,350.4659554471917
CH00_Dam_upper_node,w12,319.850662735125
CH00_Dam_upper_node,w13,299.3692665924387
CH00_Dam_upper_node,w14,613.3064572393096
CH00_Dam_upper_node,w15,1079.252096426881
CH00_Dam_upper_node,w16,1510.8414894333214
CH00_Dam_upper_node,w17,1916.663697803911
CH00_Dam_upper_node,w18,2322.4859061745
CH00_Dam_upper_node,w19,2728.3081145450833
CH00_Dam_upper_node,w20,3127.747612877655
CH00_Dam_upper_node,w21,3504.2093550733566
CH00_Dam_upper_node,w22,3878.756284257655
CH00_Dam_upper_node,w23,4253.303213441953
CH00_Dam_upper_node,w24,4635.186315790173
CH00_Dam_upper_node,w25,5105.1034961055
CH00_Dam_upper_node,w26,5599.474586967243
CH00_Dam_upper_node,w27,6093.845677828988
CH00_Dam_upper_node,w28,6588.216768690715
CH00_Dam_upper_node,w29,6572.6043251787505
CH00_Dam_upper_node,w30,5877.013835835119
CH00_Dam_upper_node,w31,5181.423346491489
CH00_Dam_upper_node,w32,4485.832857147863
CH00_Dam_upper_node,w33,3834.558975962303
CH00_Dam_upper_node,w34,3456.570845084851
CH00_Dam_upper_node,w35,3122.8993223654647
CH00_Dam_upper_node,w36,2789.227799646077
CH00_Dam_upper_node,w37,2455.5562769266962
CH00_Dam_upper_node,w38,2163.820238078274
CH00_Dam_upper_node,w39,1903.5358121330773
CH00_Dam_upper_node,w40,1643.251386187875
CH00_Dam_upper_node,w41,1382.9669602426784
CH00_Dam_upper_node,w42,1145.2677216849584
CH00_Dam_upper_node,w43,988.8751577221549
CH00_Dam_upper_node,w44,839.2581499755952
CH00_Dam_upper_node,w45,689.6411422290357
CH00_Dam_upper_node,w46,543.046366615012
CH00_Dam_upper_node,w47,496.18525137460466
CH00_Dam_upper_node,w48,494.657618122206
CH00_Dam_upper_node,w49,493.12998486980655
CH00_Dam_upper_node,w50,491.60235161740775
CH00_Dam_upper_node,w51,490.0747183650083
CH00_Dam_upper_node,w52,488.54708511260895
CH00_Dam_upper_node,w53,488.54708511260895
CZ00_Dam_upper_node,w1,106.14285714285714
CZ00_Dam_upper_node,w2,139.22619047619048
CZ00_Dam_upper_node,w3,140.35119047619048
CZ00_Dam_upper_node,w4,120.60119047619048
CZ00_Dam_upper_node,w5,195.125
CZ00_Dam_upper_node,w6,257.5952380952381
CZ00_Dam_upper_node,w7,172.17261904761904
CZ00_Dam_upper_node,w8,158.94642857142858
CZ00_Dam_upper_node,w9,144.74404761904762
CZ00_Dam_upper_node,w10,133.76190476190476
CZ00_Dam_upper_node,w11,138.50595238095238
CZ00_Dam_upper_node,w12,128.16666666666666
CZ00_Dam_upper_node,w13,187.26190476190476
CZ00_Dam_upper_node,w14,220.26785714285714
CZ00_Dam_upper_node,w15,206.88095238095238
CZ00_Dam_upper_node,w16,186.32738095238096
CZ00_Dam_upper_node,w17,254.58333333333334
CZ00_Dam_upper_node,w18,202.1845238095238
CZ00_Dam_upper_node,w19,147.88095238095238
CZ00_Dam_upper_node,w20,89.63095238095238
CZ00_Dam_upper_node,w21,110.7202380952381
CZ00_Dam_upper_node,w22,113.43452380952381
CZ00_Dam_upper_node,w23,80.88690476190476
CZ00_Dam_upper_node,w24,119.86309523809524
CZ00_Dam_upper_node,w25,146.33333333333334
CZ00_Dam_upper_node,w26,140.23214285714286
CZ00_Dam_upper_node,w27,106.11904761904762
CZ00_Dam_upper_node,w28,92.23809523809524
CZ00_Dam_upper_node,w29,86.10714285714286
CZ00_Dam_upper_node,w30,80.19642857142857
CZ00_Dam_upper_node,w31,91.76785714285714
CZ00_Dam_upper_node,w32,90.04761904761905
CZ00_Dam_upper_node,w33,85.5952380952381
CZ00_Dam_upper_node,w34,82.41666666666667
CZ00_Dam_upper_node,w35,88.79166666666667
CZ00_Dam_upper_node,w36,133.97619047619048
CZ00_Dam_upper_node,w37,304.7440476190476
CZ00_Dam_upper_node,w38,247.5297619047619
CZ00_Dam_upper_node,w39,223.66071428571428
CZ00_Dam_upper_node,w40,158.61309523809524
CZ00_Dam_upper_node,w41,142.76785714285714
CZ00_Dam_upper_node,w42,127.91071428571429
CZ00_Dam_upper_node,w43,118.48809523809524
CZ00_Dam_upper_node,w44,113.05952380952381
CZ00_Dam_upper_node,w45,117.83928571428571
CZ00_Dam_upper_node,w46,128.07738095238096
CZ00_Dam_upper_node,w47,133.25595238095238
CZ00_Dam_upper_node,w48,155.9047619047619
CZ00_Dam_upper_node,w49,151.51190476190476
CZ00_Dam_upper_node,w50,141.0952380952381
CZ00_Dam_upper_node,w51,116.75595238095238
CZ00_Dam_upper_node,w52,97.38095238095238
CZ00_Dam_upper_node,w53,99.7202380952381
DE00_Dam_upper_node,w1,130.2162802870392
DE00_Dam_upper_node,w2,103.53784891064024
DE00_Dam_upper_node,w3,29.54110159826259
DE00_Dam_upper_node,w4,35.751995557174055
DE00_Dam_upper_node,w5,141.19846590886732
DE00_Dam_upper_node,w6,368.17055308603904
DE00_Dam_upper_node,w7,249.52154902799424
DE00_Dam_upper_node,w8,283.0461195328876
DE00_Dam_upper_node,w9,230.15266030527653
DE00_Dam_upper_node,w10,159.37349774329482
DE00_Dam_upper_node,w11,132.0934597713355
DE00_Dam_upper_node,w12,112.92929761592214
DE00_Dam_upper_node,w13,96.77145893700673
DE00_Dam_upper_node,w14,117.2321491584158
DE00_Dam_upper_node,w15,108.92337542067582
DE00_Dam_upper_node,w16,50.390652816277886
DE00_Dam_upper_node,w17,48.22340956254688
DE00_Dam_upper_node,w18,41.26289009151155
DE00_Dam_upper_node,w19,31.887369159120514
DE00_Dam_upper_node,w20,32.63385139465505
DE00_Dam_upper_node,w21,62.480342533440115
DE00_Dam_upper_node,w22,63.85471724478144
DE00_Dam_upper_node,w23,20.97192531732074
DE00_Dam_upper_node,w24,10.838209537982495
DE00_Dam_upper_node,w25,9.994047619047619
DE00_Dam_upper_node,w26,41.980834684330965
DE00_Dam_upper_node,w27,91.2546592704809
DE00_Dam_upper_node,w28,105.12949572304112
DE00_Dam_upper_node,w29,111.37522306871317
DE00_Dam_upper_node,w30,104.3357540482659
DE00_Dam_upper_node,w31,103.71449737859113
DE00_Dam_upper_node,w32,120.5989660198482
DE00_Dam_upper_node,w33,125.57067373334405
DE00_Dam_upper_node,w34,127.14913165128553
DE00_Dam_upper_node,w35,130.77728163122543
DE00_Dam_upper_node,w36,64.24026493375511
DE00_Dam_upper_node,w37,101.05088295895887
DE00_Dam_upper_node,w38,122.07459651534245
DE00_Dam_upper_node,w39,117.15349371675481
DE00_Dam_upper_node,w40,81.29187868625846
DE00_Dam_upper_node,w41,69.0031469531659
DE00_Dam_upper_node,w42,91.36254166989858
DE00_Dam_upper_node,w43,87.6975087398084
DE00_Dam_upper_node,w44,80.32396088681428
DE00_Dam_upper_node,w45,31.164456902569118
DE00_Dam_upper_node,w46,21.756154444524224
DE00_Dam_upper_node,w47,10.051233490338886
DE00_Dam_upper_node,w48,27.094097537249755
DE00_Dam_upper_node,w49,29.56402821654061
DE00_Dam_upper_node,w50,39.793665630469135
DE00_Dam_upper_node,w51,41.98550364487842
DE00_Dam_upper_node,w52,18.453613912988576
DE00_Dam_upper_node,w53,34.11428411827133
ES00_Dam_upper_node,w1,2389.154761904762
ES00_Dam_upper_node,w2,3130.3511904761904
ES00_Dam_upper_node,w3,3279.1190476190477
ES00_Dam_upper_node,w4,2793.184523809524
ES00_Dam_upper_node,w5,3045.7619047619046
ES00_Dam_upper_node,w6,2587.1011904761904
ES00_Dam_upper_node,w7,1927.0535714285713
ES00_Dam_upper_node,w8,3185.1666666666665
ES00_Dam_upper_node,w9,3098.797619047619
ES00_Dam_upper_node,w10,2305.4226190476193
ES00_Dam_upper_node,w11,2536.6964285714284
ES00_Dam_upper_node,w12,1906.172619047619
ES00_Dam_upper_node,w13,1644.047619047619
ES00_Dam_upper_node,w14,1543.4583333333333
ES00_Dam_upper_node,w15,1431.9880952380952
ES00_Dam_upper_node,w16,1404.8511904761904
ES00_Dam_upper_node,w17,1484.9464285714287
ES00_Dam_upper_node,w18,1307.6904761904761
ES00_Dam_upper_node,w19,1191.107142857143
ES00_Dam_upper_node,w20,1408.625
ES00_Dam_upper_node,w21,1506.4761904761904
ES00_Dam_upper_node,w22,1536.3809523809525
ES00_Dam_upper_node,w23,1573.779761904762
ES00_Dam_upper_node,w24,1546.1547619047622
ES00_Dam_upper_node,w25,1601.3333333333333
ES00_Dam_upper_node,w26,1514.779761904762
ES00_Dam_upper_node,w27,1454.7916666666667
ES00_Dam_upper_node,w28,1395.392857142857
ES00_Dam_upper_node,w29,1395.797619047619
ES00_Dam_upper_node,w30,1506.7440476190477
ES00_Dam_upper_node,w31,1530.017857142857
ES00_Dam_upper_node,w32,1530.8392857142856
ES00_Dam_upper_node,w33,1774.6309523809523
ES00_Dam_upper_node,w34,1526.7619047619046
ES00_Dam_upper_node,w35,2071.1428571428573
ES00_Dam_upper_node,w36,1591.9345238095239
ES00_Dam_upper_node,w37,1511.357142857143
ES00_Dam_upper_node,w38,1303.8511904761904
ES00_Dam_upper_node,w39,1298.4107142857142
ES00_Dam_upper_node,w40,1420.8333333333333
ES00_Dam_upper_node,w41,1432.732142857143
ES00_Dam_upper_node,w42,1463.0833333333333
ES00_Dam_upper_node,w43,1508.095238095238
ES00_Dam_upper_node,w44,1373.0238095238096
ES00_Dam_upper_node,w45,1378.8690476190477
ES00_Dam_upper_node,w46,1152.3095238095239
ES00_Dam_upper_node,w47,1253.267857142857
ES00_Dam_upper_node,w48,1202.8630952380952
ES00_Dam_upper_node,w49,1418.7857142857142
ES00_Dam_upper_node,w50,1200.904761904762
ES00_Dam_upper_node,w51,1183.7916666666667
ES00_Dam_upper_node,w52,1152.6190476190477
ES00_Dam_upper_node,w53,4990.922619047619
FI00_Dam_upper_node,w1,928.4047619047619
FI00_Dam_upper_node,w2,960.7678571428571
FI00_Dam_upper_node,w3,893.6964285714286
FI00_Dam_upper_node,w4,907.6488095238095
FI00_Dam_upper_node,w5,913.6964285714286
FI00_Dam_upper_node,w6,900.1428571428571
FI00_Dam_upper_node,w7,912.4583333333334
FI00_Dam_upper_node,w8,997.7083333333334
FI00_Dam_upper_node,w9,962.1845238095239
FI00_Dam_upper_node,w10,920.6369047619048
FI00_Dam_upper_node,w11,871.3809523809524
FI00_Dam_upper_node,w12,923.4880952380952
FI00_Dam_upper_node,w13,882.75
FI00_Dam_upper_node,w14,824.6845238095239
FI00_Dam_upper_node,w15,845.1130952380952
FI00_Dam_upper_node,w16,1522.5833333333333
FI00_Dam_upper_node,w17,2308.220238095238
FI00_Dam_upper_node,w18,2067.089285714286
FI00_Dam_upper_node,w19,2141.7261904761904
FI00_Dam_upper_node,w20,2724.0059523809523
FI00_Dam_upper_node,w21,7681.351190476191
FI00_Dam_upper_node,w22,4874.9702380952385
FI00_Dam_upper_node,w23,3599.9880952380954
FI00_Dam_upper_node,w24,2990.1369047619046
FI00_Dam_upper_node,w25,2402.8035714285716
FI00_Dam_upper_node,w26,1753.1666666666667
FI00_Dam_upper_node,w27,1953.5357142857142
FI00_Dam_upper_node,w28,1601.9642857142858
FI00_Dam_upper_node,w29,1423.2261904761904
FI00_Dam_upper_node,w30,1192.9166666666667
FI00_Dam_upper_node,w31,1063.3511904761904
FI00_Dam_upper_node,w32,893.4345238095239
FI00_Dam_upper_node,w33,821.0952380952381
FI00_Dam_upper_node,w34,950.8214285714286
FI00_Dam_upper_node,w35,1675.7142857142858
FI00_Dam_upper_node,w36,1193.4166666666667
FI00_Dam_upper_node,w37,878.125
FI00_Dam_upper_node,w38,855.6904761904761
FI00_Dam_upper_node,w39,1120.5
FI00_Dam_upper_node,w40,1362.7380952380952
FI00_Dam_upper_node,w41,1471.6666666666667
FI00_Dam_upper_node,w42,1739.7380952380952
FI00_Dam_upper_node,w43,1986.8869047619048
FI00_Dam_upper_node,w44,2574.6369047619046
FI00_Dam_upper_node,w45,2003.232142857143
FI00_Dam_upper_node,w46,1552.267857142857
FI00_Dam_upper_node,w47,1334.422619047619
FI00_Dam_upper_node,w48,1125.7916666666667
FI00_Dam_upper_node,w49,978.4880952380952
FI00_Dam_upper_node,w50,940.8571428571429
FI00_Dam_upper_node,w51,900.5297619047619
FI00_Dam_upper_node,w52,857.577380952381
FI00_Dam_upper_node,w53,803.2202380952381
FR00_Dam_upper_node,w1,2284.6309523809523
FR00_Dam_upper_node,w2,2477.809523809524
FR00_Dam_upper_node,w3,2303.9464285714284
FR00_Dam_upper_node,w4,3083.4107142857138
FR00_Dam_upper_node,w5,3267.416666666666
FR00_Dam_upper_node,w6,2593.8214285714284
FR00_Dam_upper_node,w7,2360.5178571428573
FR00_Dam_upper_node,w8,2593.160714285714
FR00_Dam_upper_node,w9,3359.89880952381
FR00_Dam_upper_node,w10,3649.5297619047624
FR00_Dam_upper_node,w11,3081.9821428571427
FR00_Dam_upper_node,w12,3027.7976190476193
FR00_Dam_upper_node,w13,2917.8630952380954
FR00_Dam_upper_node,w14,2936.7380952380954
FR00_Dam_upper_node,w15,2731.0178571428573
FR00_Dam_upper_node,w16,2527.4761904761904
FR00_Dam_upper_node,w17,2872.7738095238096
FR00_Dam_upper_node,w18,2760.7738095238096
FR00_Dam_upper_node,w19,2895.220238095238
FR00_Dam_upper_node,w20,2460.029761904762
FR00_Dam_upper_node,w21,2567.3928571428573
FR00_Dam_upper_node,w22,2833.2559523809523
FR00_Dam_upper_node,w23,2571.3988095238096
FR00_Dam_upper_node,w24,2263.2976190476193
FR00_Dam_upper_node,w25,2349.434523809524
FR00_Dam_upper_node,w26,2465.785714285714
FR00_Dam_upper_node,w27,2366.3928571428573
FR00_Dam_upper_node,w28,2236.3630952380945
FR00_Dam_upper_node,w29,1999.982142857143
FR00_Dam_upper_node,w30,1998.547619047619
FR00_Dam_upper_node,w31,1867.767857142857
FR00_Dam_upper_node,w32,1730.8511904761904
FR00_Dam_upper_node,w33,1605.220238095238
FR00_Dam_upper_node,w34,1400.5357142857142
FR00_Dam_upper_node,w35,1359.5416666666667
FR00_Dam_upper_node,w36,1366.5
FR00_Dam_upper_node,w37,1479.1190476190477
FR00_Dam_upper_node,w38,1771.6904761904755
FR00_Dam_upper_node,w39,1883.0416666666667
FR00_Dam_upper_node,w40,1832.9761904761904
FR00_Dam_upper_node,w41,1925.1369047619041
FR00_Dam_upper_node,w42,1826.5
FR00_Dam_upper_node,w43,1728.345238095238
FR00_Dam_upper_node,w44,1747.607142857143
FR00_Dam_upper_node,w45,1665.5059523809523
FR00_Dam_upper_node,w46,1514.3988095238096
FR00_Dam_upper_node,w47,1471.922619047619
FR00_Dam_upper_node,w48,1645.1904761904761
FR00_Dam_upper_node,w49,1454.2916666666667
FR00_Dam_upper_node,w50,1576.2261904761904
FR00_Dam_upper_node,w51,1356.9940476190477
FR00_Dam_upper_node,w52,1751.1845238095239
FR00_Dam_upper_node,w53,1944.5
GR00_Dam_upper_node,w1,651.2596071428571
GR00_Dam_upper_node,w2,1090.750142857143
GR00_Dam_upper_node,w3,1044.9149285714284
GR00_Dam_upper_node,w4,903.1903214285713
GR00_Dam_upper_node,w5,730.8405
GR00_Dam_upper_node,w6,695.6221071428571
GR00_Dam_upper_node,w7,506.87928571428574
GR00_Dam_upper_node,w8,514.1462857142857
GR00_Dam_upper_node,w9,514.9248928571429
GR00_Dam_upper_node,w10,530.6962142857143
GR00_Dam_upper_node,w11,619.1797857142857
GR00_Dam_upper_node,w12,452.8717142857143
GR00_Dam_upper_node,w13,589.9669285714286
GR00_Dam_upper_node,w14,586.5084642857144
GR00_Dam_upper_node,w15,768.9017142857143
GR00_Dam_upper_node,w16,554.5976428571428
GR00_Dam_upper_node,w17,545.5078571428571
GR00_Dam_upper_node,w18,368.8968214285714
GR00_Dam_upper_node,w19,318.29942857142856
GR00_Dam_upper_node,w20,305.7149642857143
GR00_Dam_upper_node,w21,298.52642857142854
GR00_Dam_upper_node,w22,318.2149285714287
GR00_Dam_upper_node,w23,365.1486428571429
GR00_Dam_upper_node,w24,394.8926428571429
GR00_Dam_upper_node,w25,443.04557142857146
GR00_Dam_upper_node,w26,489.18860714285717
GR00_Dam_upper_node,w27,505.48503571428574
GR00_Dam_upper_node,w28,554.6097142857143
GR00_Dam_upper_node,w29,537.6433214285714
GR00_Dam_upper_node,w30,509.3720357142857
GR00_Dam_upper_node,w31,559.1244285714286
GR00_Dam_upper_node,w32,443.3594285714286
GR00_Dam_upper_node,w33,548.0368214285714
GR00_Dam_upper_node,w34,340.72814285714287
GR00_Dam_upper_node,w35,356.759
GR00_Dam_upper_node,w36,277.9567142857143
GR00_Dam_upper_node,w37,323.4116785714286
GR00_Dam_upper_node,w38,335.8693928571428
GR00_Dam_upper_node,w39,295.55082142857145
GR00_Dam_upper_node,w40,345.098
GR00_Dam_upper_node,w41,292.26739285714285
GR00_Dam_upper_node,w42,296.0819642857143
GR00_Dam_upper_node,w43,291.29564285714287
GR00_Dam_upper_node,w44,311.43078571428566
GR00_Dam_upper_node,w45,333.8896785714286
GR00_Dam_upper_node,w46,161.58814285714286
GR00_Dam_upper_node,w47,213.57375
GR00_Dam_upper_node,w48,62.246321428571434
